,CIK,Company Name,Form Type,Date Filed,File Name,File split,Landing page
2700,1634293,"Exceed World, Inc.",10-K,20180102,edgar/data/1634293/0001599916-18-000002.txt,edgar/data/1634293/0001599916-18-000002,https://www.sec.gov/Archives/edgar/data/1634293/0001599916-18-000002-index.htm
4066,863894,VERU INC.,10-K,20180102,edgar/data/863894/0001562762-17-000231.txt,edgar/data/863894/0001562762-17-000231,https://www.sec.gov/Archives/edgar/data/863894/0001562762-17-000231-index.htm
1236,1158420,CHINA HGS REAL ESTATE INC.,10-K,20180103,edgar/data/1158420/0001144204-18-000327.txt,edgar/data/1158420/0001144204-18-000327,https://www.sec.gov/Archives/edgar/data/1158420/0001144204-18-000327-index.htm
5524,1614106,"American Renaissance Capital, Inc.",10-K,20180103,edgar/data/1614106/0001614106-18-000003.txt,edgar/data/1614106/0001614106-18-000003,https://www.sec.gov/Archives/edgar/data/1614106/0001614106-18-000003-index.htm
5551,1617351,LEPOTA INC,10-K,20180103,edgar/data/1617351/0001617351-18-000002.txt,edgar/data/1617351/0001617351-18-000002,https://www.sec.gov/Archives/edgar/data/1617351/0001617351-18-000002-index.htm
2078,1394638,CREATIVE LEARNING Corp,10-K,20180104,edgar/data/1394638/0001615774-18-000094.txt,edgar/data/1394638/0001615774-18-000094,https://www.sec.gov/Archives/edgar/data/1394638/0001615774-18-000094-index.htm
1793,1589150,Regen BioPharma Inc,10-K,20180105,edgar/data/1589150/0001607062-18-000006.txt,edgar/data/1589150/0001607062-18-000006,https://www.sec.gov/Archives/edgar/data/1589150/0001607062-18-000006-index.htm
2697,315374,HURCO COMPANIES INC,10-K,20180105,edgar/data/315374/0001144204-18-001087.txt,edgar/data/315374/0001144204-18-001087,https://www.sec.gov/Archives/edgar/data/315374/0001144204-18-001087-index.htm
3367,904979,SHILOH INDUSTRIES INC,10-K,20180105,edgar/data/904979/0000904979-18-000006.txt,edgar/data/904979/0000904979-18-000006,https://www.sec.gov/Archives/edgar/data/904979/0000904979-18-000006-index.htm
840,1342423,Limoneira CO,10-K,20180108,edgar/data/1342423/0001144204-18-001288.txt,edgar/data/1342423/0001144204-18-001288,https://www.sec.gov/Archives/edgar/data/1342423/0001144204-18-001288-index.htm
1481,1516805,"Moxian, Inc.",10-K,20180108,edgar/data/1516805/0001144204-18-001287.txt,edgar/data/1516805/0001144204-18-001287,https://www.sec.gov/Archives/edgar/data/1516805/0001144204-18-001287-index.htm
1831,1657249,"Road Marshall, Inc.",10-K,20180109,edgar/data/1657249/0001599916-18-000010.txt,edgar/data/1657249/0001599916-18-000010,https://www.sec.gov/Archives/edgar/data/1657249/0001599916-18-000010-index.htm
2429,715446,ITUS Corp,10-K,20180109,edgar/data/715446/0001513162-18-000006.txt,edgar/data/715446/0001513162-18-000006,https://www.sec.gov/Archives/edgar/data/715446/0001513162-18-000006-index.htm
885,1411168,Dutch Oven Gold Group Inc.,10-K,20180110,edgar/data/1411168/0001376474-18-000015.txt,edgar/data/1411168/0001376474-18-000015,https://www.sec.gov/Archives/edgar/data/1411168/0001376474-18-000015-index.htm
939,1432271,Rampart Studios Inc.,10-K,20180110,edgar/data/1432271/0001376474-18-000014.txt,edgar/data/1432271/0001376474-18-000014,https://www.sec.gov/Archives/edgar/data/1432271/0001376474-18-000014-index.htm
1580,1661600,GRCR Partners Inc,10-K,20180110,edgar/data/1661600/0001511164-18-000011.txt,edgar/data/1661600/0001511164-18-000011,https://www.sec.gov/Archives/edgar/data/1661600/0001511164-18-000011-index.htm
180,1088638,"COCONNECT, INC.",10-K,20180111,edgar/data/1088638/0001556244-18-000009.txt,edgar/data/1088638/0001556244-18-000009,https://www.sec.gov/Archives/edgar/data/1088638/0001556244-18-000009-index.htm
571,1328598,CURRENCYSHARES EURO TRUST,10-K,20180111,edgar/data/1328598/0001193125-18-008989.txt,edgar/data/1328598/0001193125-18-008989,https://www.sec.gov/Archives/edgar/data/1328598/0001193125-18-008989-index.htm
613,1353611,CURRENCYSHARES BRITISH POUND STERLING TRUST,10-K,20180111,edgar/data/1353611/0001193125-18-008971.txt,edgar/data/1353611/0001193125-18-008971,https://www.sec.gov/Archives/edgar/data/1353611/0001193125-18-008971-index.htm
614,1353612,CURRENCYSHARES CANADIAN DOLLAR TRUST,10-K,20180111,edgar/data/1353612/0001193125-18-008979.txt,edgar/data/1353612/0001193125-18-008979,https://www.sec.gov/Archives/edgar/data/1353612/0001193125-18-008979-index.htm
615,1353613,CURRENCYSHARES JAPANESE YEN TRUST,10-K,20180111,edgar/data/1353613/0001193125-18-008992.txt,edgar/data/1353613/0001193125-18-008992,https://www.sec.gov/Archives/edgar/data/1353613/0001193125-18-008992-index.htm
616,1353614,CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,10-K,20180111,edgar/data/1353614/0001193125-18-008958.txt,edgar/data/1353614/0001193125-18-008958,https://www.sec.gov/Archives/edgar/data/1353614/0001193125-18-008958-index.htm
618,1353615,CURRENCYSHARES SWISS FRANC TRUST,10-K,20180111,edgar/data/1353615/0001193125-18-009020.txt,edgar/data/1353615/0001193125-18-009020,https://www.sec.gov/Archives/edgar/data/1353615/0001193125-18-009020-index.htm
619,1353616,CURRENCYSHARES SWEDISH KRONA TRUST,10-K,20180111,edgar/data/1353616/0001193125-18-009011.txt,edgar/data/1353616/0001193125-18-009011,https://www.sec.gov/Archives/edgar/data/1353616/0001193125-18-009011-index.htm
740,1405660,Alternative Investment Corp,10-K,20180111,edgar/data/1405660/0001515971-18-000012.txt,edgar/data/1405660/0001515971-18-000012,https://www.sec.gov/Archives/edgar/data/1405660/0001515971-18-000012-index.htm
785,1433994,CurrencyShares Singapore Dollar Trust,10-K,20180111,edgar/data/1433994/0001193125-18-009002.txt,edgar/data/1433994/0001193125-18-009002,https://www.sec.gov/Archives/edgar/data/1433994/0001193125-18-009002-index.htm
988,1519405,CURRENCYSHARES CHINESE RENMINBI TRUST,10-K,20180111,edgar/data/1519405/0001193125-18-008984.txt,edgar/data/1519405/0001193125-18-008984,https://www.sec.gov/Archives/edgar/data/1519405/0001193125-18-008984-index.htm
2315,88572,SECURITY LAND & DEVELOPMENT CORP,10-K,20180111,edgar/data/88572/0001003297-18-000002.txt,edgar/data/88572/0001003297-18-000002,https://www.sec.gov/Archives/edgar/data/88572/0001003297-18-000002-index.htm
2316,886128,FUELCELL ENERGY INC,10-K,20180111,edgar/data/886128/0001564590-18-000401.txt,edgar/data/886128/0001564590-18-000401,https://www.sec.gov/Archives/edgar/data/886128/0001564590-18-000401-index.htm
42,1022505,CIPHERLOC Corp,10-K,20180112,edgar/data/1022505/0001493152-18-000491.txt,edgar/data/1022505/0001493152-18-000491,https://www.sec.gov/Archives/edgar/data/1022505/0001493152-18-000491-index.htm
75,1029744,SONIC FOUNDRY INC,10-K,20180112,edgar/data/1029744/0001029744-18-000006.txt,edgar/data/1029744/0001029744-18-000006,https://www.sec.gov/Archives/edgar/data/1029744/0001029744-18-000006-index.htm
78,1029800,URSTADT BIDDLE PROPERTIES INC,10-K,20180112,edgar/data/1029800/0001029800-18-000010.txt,edgar/data/1029800/0001029800-18-000010,https://www.sec.gov/Archives/edgar/data/1029800/0001029800-18-000010-index.htm
98,103872,"VOLT INFORMATION SCIENCES, INC.",10-K,20180112,edgar/data/103872/0000103872-18-000006.txt,edgar/data/103872/0000103872-18-000006,https://www.sec.gov/Archives/edgar/data/103872/0000103872-18-000006-index.htm
976,1410738,Voip-pal.com Inc,10-K,20180112,edgar/data/1410738/0001580695-18-000029.txt,edgar/data/1410738/0001580695-18-000029,https://www.sec.gov/Archives/edgar/data/1410738/0001580695-18-000029-index.htm
1002,14177,BRIDGFORD FOODS CORP,10-K,20180112,edgar/data/14177/0001493152-18-000507.txt,edgar/data/14177/0001493152-18-000507,https://www.sec.gov/Archives/edgar/data/14177/0001493152-18-000507-index.htm
1096,1452804,"PEAK PHARMACEUTICALS, INC.",10-K,20180112,edgar/data/1452804/0001199835-18-000004.txt,edgar/data/1452804/0001199835-18-000004,https://www.sec.gov/Archives/edgar/data/1452804/0001199835-18-000004-index.htm
1239,1503161,Go Eco Group,10-K,20180112,edgar/data/1503161/0001721716-18-000012.txt,edgar/data/1503161/0001721716-18-000012,https://www.sec.gov/Archives/edgar/data/1503161/0001721716-18-000012-index.htm
1610,1605331,AB INTERNATIONAL GROUP CORP.,10-K,20180112,edgar/data/1605331/0001640334-18-000075.txt,edgar/data/1605331/0001640334-18-000075,https://www.sec.gov/Archives/edgar/data/1605331/0001640334-18-000075-index.htm
1663,1619870,"National Art Exchange, Inc.",10-K,20180112,edgar/data/1619870/0001213900-18-000415.txt,edgar/data/1619870/0001213900-18-000415,https://www.sec.gov/Archives/edgar/data/1619870/0001213900-18-000415-index.htm
1789,1658304,FundThatCompany,10-K,20180112,edgar/data/1658304/0001477932-18-000192.txt,edgar/data/1658304/0001477932-18-000192,https://www.sec.gov/Archives/edgar/data/1658304/0001477932-18-000192-index.htm
2347,36840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,10-K,20180112,edgar/data/36840/0001174947-18-000033.txt,edgar/data/36840/0001174947-18-000033,https://www.sec.gov/Archives/edgar/data/36840/0001174947-18-000033-index.htm
246,1099941,"MVC CAPITAL, INC.",10-K,20180116,edgar/data/1099941/0001104659-18-002418.txt,edgar/data/1099941/0001104659-18-002418,https://www.sec.gov/Archives/edgar/data/1099941/0001104659-18-002418-index.htm
431,1173313,American BriVision (Holding) Corp,10-K,20180116,edgar/data/1173313/0001213900-18-000537.txt,edgar/data/1173313/0001213900-18-000537,https://www.sec.gov/Archives/edgar/data/1173313/0001213900-18-000537-index.htm
725,1286459,ALL FOR ONE MEDIA CORP.,10-K,20180116,edgar/data/1286459/0001477932-18-000232.txt,edgar/data/1286459/0001477932-18-000232,https://www.sec.gov/Archives/edgar/data/1286459/0001477932-18-000232-index.htm
879,1362516,"Cleartronic, Inc.",10-K,20180116,edgar/data/1362516/0001091818-18-000006.txt,edgar/data/1362516/0001091818-18-000006,https://www.sec.gov/Archives/edgar/data/1362516/0001091818-18-000006-index.htm
955,1385329,"Creative Waste Solutions, Inc.",10-K,20180116,edgar/data/1385329/0001477932-18-000214.txt,edgar/data/1385329/0001477932-18-000214,https://www.sec.gov/Archives/edgar/data/1385329/0001477932-18-000214-index.htm
1053,1412659,"Regenicin, Inc.",10-K,20180116,edgar/data/1412659/0001662252-18-000011.txt,edgar/data/1412659/0001662252-18-000011,https://www.sec.gov/Archives/edgar/data/1412659/0001662252-18-000011-index.htm
1210,1468679,AMERICAN CRYOSTEM Corp,10-K,20180116,edgar/data/1468679/0001019056-18-000153.txt,edgar/data/1468679/0001019056-18-000153,https://www.sec.gov/Archives/edgar/data/1468679/0001019056-18-000153-index.htm
1323,1497649,Solar Quartz Technologies Corp,10-K,20180116,edgar/data/1497649/0001640334-18-000097.txt,edgar/data/1497649/0001640334-18-000097,https://www.sec.gov/Archives/edgar/data/1497649/0001640334-18-000097-index.htm
1336,1502152,"AngioSoma, Inc.",10-K,20180116,edgar/data/1502152/0001161697-18-000046.txt,edgar/data/1502152/0001161697-18-000046,https://www.sec.gov/Archives/edgar/data/1502152/0001161697-18-000046-index.htm
1344,1504876,5V Inc.,10-K,20180116,edgar/data/1504876/0001213900-18-000546.txt,edgar/data/1504876/0001213900-18-000546,https://www.sec.gov/Archives/edgar/data/1504876/0001213900-18-000546-index.htm
1374,1518985,"West Texas Resources, Inc.",10-K,20180116,edgar/data/1518985/0001683168-18-000146.txt,edgar/data/1518985/0001683168-18-000146,https://www.sec.gov/Archives/edgar/data/1518985/0001683168-18-000146-index.htm
1634,1591565,"BALLY, CORP.",10-K,20180116,edgar/data/1591565/0001640334-18-000108.txt,edgar/data/1591565/0001640334-18-000108,https://www.sec.gov/Archives/edgar/data/1591565/0001640334-18-000108-index.htm
1816,1622996,"ACRO BIOMEDICAL CO., LTD.",10-K,20180116,edgar/data/1622996/0001640334-18-000094.txt,edgar/data/1622996/0001640334-18-000094,https://www.sec.gov/Archives/edgar/data/1622996/0001640334-18-000094-index.htm
1834,1626696,Terafox Corp,10-K,20180116,edgar/data/1626696/0001551163-18-000004.txt,edgar/data/1626696/0001551163-18-000004,https://www.sec.gov/Archives/edgar/data/1626696/0001551163-18-000004-index.htm
2070,1670961,Global Cosmetics Inc.,10-K,20180116,edgar/data/1670961/0001575705-18-000010.txt,edgar/data/1670961/0001575705-18-000010,https://www.sec.gov/Archives/edgar/data/1670961/0001575705-18-000010-index.htm
2237,1697834,"Stem Holdings, Inc.",10-K,20180116,edgar/data/1697834/0001493152-18-000546.txt,edgar/data/1697834/0001493152-18-000546,https://www.sec.gov/Archives/edgar/data/1697834/0001493152-18-000546-index.htm
2674,317889,"Bulova Technologies Group, Inc.",10-K,20180116,edgar/data/317889/0001437749-18-000670.txt,edgar/data/317889/0001437749-18-000670,https://www.sec.gov/Archives/edgar/data/317889/0001437749-18-000670-index.htm
3002,827876,"CLEANSPARK, INC.",10-K,20180116,edgar/data/827876/0001663577-18-000019.txt,edgar/data/827876/0001663577-18-000019,https://www.sec.gov/Archives/edgar/data/827876/0001663577-18-000019-index.htm
99,1031093,"SILVER BULL RESOURCES, INC.",10-K,20180117,edgar/data/1031093/0001079973-18-000029.txt,edgar/data/1031093/0001079973-18-000029,https://www.sec.gov/Archives/edgar/data/1031093/0001079973-18-000029-index.htm
1692,1453122,"3DX Industries, Inc.",10-K,20180117,edgar/data/1453122/0001594062-18-000008.txt,edgar/data/1453122/0001594062-18-000008,https://www.sec.gov/Archives/edgar/data/1453122/0001594062-18-000008-index.htm
2192,1576873,"Oroplata Resources, Inc.",10-K,20180117,edgar/data/1576873/0001078782-18-000039.txt,edgar/data/1576873/0001078782-18-000039,https://www.sec.gov/Archives/edgar/data/1576873/0001078782-18-000039-index.htm
2785,1687926,Kriptech International Corp.,10-K,20180117,edgar/data/1687926/0001687926-18-000003.txt,edgar/data/1687926/0001687926-18-000003,https://www.sec.gov/Archives/edgar/data/1687926/0001687926-18-000003-index.htm
3414,715788,"EVIO, INC.",10-K,20180117,edgar/data/715788/0001477932-18-000271.txt,edgar/data/715788/0001477932-18-000271,https://www.sec.gov/Archives/edgar/data/715788/0001477932-18-000271-index.htm
3668,860543,"China Grand Resorts, Inc.",10-K,20180117,edgar/data/860543/0001477932-18-000286.txt,edgar/data/860543/0001477932-18-000286,https://www.sec.gov/Archives/edgar/data/860543/0001477932-18-000286-index.htm
72,10329,BASSETT FURNITURE INDUSTRIES INC,10-K,20180118,edgar/data/10329/0001437749-18-000767.txt,edgar/data/10329/0001437749-18-000767,https://www.sec.gov/Archives/edgar/data/10329/0001437749-18-000767-index.htm
112,1045742,LIVE VENTURES Inc,10-K,20180118,edgar/data/1045742/0001683168-18-000179.txt,edgar/data/1045742/0001683168-18-000179,https://www.sec.gov/Archives/edgar/data/1045742/0001683168-18-000179-index.htm
883,1308137,"BLACKSANDS PETROLEUM, INC.",10-K,20180118,edgar/data/1308137/0001477932-18-000290.txt,edgar/data/1308137/0001477932-18-000290,https://www.sec.gov/Archives/edgar/data/1308137/0001477932-18-000290-index.htm
1342,1453122,"3DX Industries, Inc.",10-K,20180117,edgar/data/1453122/0001594062-18-000012.txt,edgar/data/1453122/0001594062-18-000012,https://www.sec.gov/Archives/edgar/data/1453122/0001594062-18-000012-index.htm
2913,1690486,Puebla Resources Corp.,10-K,20180119,edgar/data/1690486/0001393905-18-000018.txt,edgar/data/1690486/0001393905-18-000018,https://www.sec.gov/Archives/edgar/data/1690486/0001393905-18-000018-index.htm
3636,722723,"HANGER, INC.",10-K,20180119,edgar/data/722723/0001104659-18-003089.txt,edgar/data/722723/0001104659-18-003089,https://www.sec.gov/Archives/edgar/data/722723/0001104659-18-003089-index.htm
867,1413488,MICROCHANNEL TECHNOLOGIES CORP,10-K,20180122,edgar/data/1413488/0001017386-18-000008.txt,edgar/data/1413488/0001017386-18-000008,https://www.sec.gov/Archives/edgar/data/1413488/0001017386-18-000008-index.htm
2373,796343,ADOBE SYSTEMS INC,10-K,20180122,edgar/data/796343/0000796343-18-000015.txt,edgar/data/796343/0000796343-18-000015,https://www.sec.gov/Archives/edgar/data/796343/0000796343-18-000015-index.htm
303,1088638,"COCONNECT, INC.",10-K,20180123,edgar/data/1088638/0001556244-18-000021.txt,edgar/data/1088638/0001556244-18-000021,https://www.sec.gov/Archives/edgar/data/1088638/0001556244-18-000021-index.htm
1488,1383394,TRANSACT ENERGY CORP,10-K,20180123,edgar/data/1383394/0001078782-18-000057.txt,edgar/data/1383394/0001078782-18-000057,https://www.sec.gov/Archives/edgar/data/1383394/0001078782-18-000057-index.htm
2214,1598014,IHS Markit Ltd.,10-K,20180123,edgar/data/1598014/0001598014-18-000020.txt,edgar/data/1598014/0001598014-18-000020,https://www.sec.gov/Archives/edgar/data/1598014/0001598014-18-000020-index.htm
117,1047166,UNITED RENTALS NORTH AMERICA INC,10-K,20180124,edgar/data/1047166/0001067701-18-000006.txt,edgar/data/1047166/0001067701-18-000006,https://www.sec.gov/Archives/edgar/data/1047166/0001067701-18-000006-index.htm
167,1067701,UNITED RENTALS INC /DE,10-K,20180124,edgar/data/1067701/0001067701-18-000006.txt,edgar/data/1067701/0001067701-18-000006,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-18-000006-index.htm
335,1123316,"Crystal Rock Holdings, Inc.",10-K,20180124,edgar/data/1123316/0001171843-18-000600.txt,edgar/data/1123316/0001171843-18-000600,https://www.sec.gov/Archives/edgar/data/1123316/0001171843-18-000600-index.htm
401,1173420,NOVAGOLD RESOURCES INC,10-K,20180124,edgar/data/1173420/0001171843-18-000607.txt,edgar/data/1173420/0001171843-18-000607,https://www.sec.gov/Archives/edgar/data/1173420/0001171843-18-000607-index.htm
891,1371451,HIGHWATER ETHANOL LLC,10-K,20180124,edgar/data/1371451/0001371451-18-000004.txt,edgar/data/1371451/0001371451-18-000004,https://www.sec.gov/Archives/edgar/data/1371451/0001371451-18-000004-index.htm
2781,740664,R F INDUSTRIES LTD,10-K,20180124,edgar/data/740664/0001144204-18-003386.txt,edgar/data/740664/0001144204-18-003386,https://www.sec.gov/Archives/edgar/data/740664/0001144204-18-003386-index.htm
3061,87347,SCHLUMBERGER LIMITED/NV,10-K,20180124,edgar/data/87347/0001564590-18-000821.txt,edgar/data/87347/0001564590-18-000821,https://www.sec.gov/Archives/edgar/data/87347/0001564590-18-000821-index.htm
2229,1608430,"Renewable Energy & Power, Inc.",10-K,20180125,edgar/data/1608430/0001477932-18-000483.txt,edgar/data/1608430/0001477932-18-000483,https://www.sec.gov/Archives/edgar/data/1608430/0001477932-18-000483-index.htm
3323,63754,MCCORMICK & CO INC,10-K,20180125,edgar/data/63754/0000063754-18-000008.txt,edgar/data/63754/0000063754-18-000008,https://www.sec.gov/Archives/edgar/data/63754/0000063754-18-000008-index.htm
3939,920760,LENNAR CORP /NEW/,10-K,20180125,edgar/data/920760/0001628280-18-000562.txt,edgar/data/920760/0001628280-18-000562,https://www.sec.gov/Archives/edgar/data/920760/0001628280-18-000562-index.htm
370,1084580,Jefferies Group LLC,10-K,20180126,edgar/data/1084580/0001084580-18-000006.txt,edgar/data/1084580/0001084580-18-000006,https://www.sec.gov/Archives/edgar/data/1084580/0001084580-18-000006-index.htm
373,1086303,PACIFIC WEBWORKS INC,10-K,20180126,edgar/data/1086303/0001086303-18-000008.txt,edgar/data/1086303/0001086303-18-000008,https://www.sec.gov/Archives/edgar/data/1086303/0001086303-18-000008-index.htm
2133,1581374,Scotiabank Covered Bond Guarantor Limited Partnership,10-K,20180126,edgar/data/1581374/0000891092-18-000500.txt,edgar/data/1581374/0000891092-18-000500,https://www.sec.gov/Archives/edgar/data/1581374/0000891092-18-000500-index.htm
2192,1593812,Vaulted Gold Bullion Trust,10-K,20180126,edgar/data/1593812/0001214659-18-000672.txt,edgar/data/1593812/0001214659-18-000672,https://www.sec.gov/Archives/edgar/data/1593812/0001214659-18-000672-index.htm
2460,1635139,John Deere Owner Trust 2015,10-K,20180126,edgar/data/1635139/0001104659-18-004135.txt,edgar/data/1635139/0001104659-18-004135,https://www.sec.gov/Archives/edgar/data/1635139/0001104659-18-004135-index.htm
2606,1651221,John Deere Owner Trust 2015-B,10-K,20180126,edgar/data/1651221/0001104659-18-004138.txt,edgar/data/1651221/0001104659-18-004138,https://www.sec.gov/Archives/edgar/data/1651221/0001104659-18-004138-index.htm
2701,1666926,John Deere Owner Trust 2016,10-K,20180126,edgar/data/1666926/0001104659-18-004139.txt,edgar/data/1666926/0001104659-18-004139,https://www.sec.gov/Archives/edgar/data/1666926/0001104659-18-004139-index.htm
2770,1678618,John Deere Owner Trust 2016-B,10-K,20180126,edgar/data/1678618/0001104659-18-004140.txt,edgar/data/1678618/0001104659-18-004140,https://www.sec.gov/Archives/edgar/data/1678618/0001104659-18-004140-index.htm
2888,1697873,John Deere Owner Trust 2017,10-K,20180126,edgar/data/1697873/0001104659-18-004141.txt,edgar/data/1697873/0001104659-18-004141,https://www.sec.gov/Archives/edgar/data/1697873/0001104659-18-004141-index.htm
2971,1710358,John Deere Owner Trust 2017-B,10-K,20180126,edgar/data/1710358/0001104659-18-004142.txt,edgar/data/1710358/0001104659-18-004142,https://www.sec.gov/Archives/edgar/data/1710358/0001104659-18-004142-index.htm
3501,51548,INTERNATIONAL SPEEDWAY CORP,10-K,20180126,edgar/data/51548/0000051548-18-000008.txt,edgar/data/51548/0000051548-18-000008,https://www.sec.gov/Archives/edgar/data/51548/0000051548-18-000008-index.htm
3503,54480,KANSAS CITY SOUTHERN,10-K,20180126,edgar/data/54480/0000054480-18-000046.txt,edgar/data/54480/0000054480-18-000046,https://www.sec.gov/Archives/edgar/data/54480/0000054480-18-000046-index.htm
3623,72205,NOBILITY HOMES INC,10-K,20180126,edgar/data/72205/0001193125-18-020970.txt,edgar/data/72205/0001193125-18-020970,https://www.sec.gov/Archives/edgar/data/72205/0001193125-18-020970-index.htm
3765,781902,INTERNATIONAL BALER CORP,10-K,20180126,edgar/data/781902/0001607062-18-000036.txt,edgar/data/781902/0001607062-18-000036,https://www.sec.gov/Archives/edgar/data/781902/0001607062-18-000036-index.htm
3797,795266,KB HOME,10-K,20180126,edgar/data/795266/0000795266-18-000005.txt,edgar/data/795266/0000795266-18-000005,https://www.sec.gov/Archives/edgar/data/795266/0000795266-18-000005-index.htm
4088,876167,PROGRESS SOFTWARE CORP /MA,10-K,20180126,edgar/data/876167/0000876167-18-000008.txt,edgar/data/876167/0000876167-18-000008,https://www.sec.gov/Archives/edgar/data/876167/0000876167-18-000008-index.htm
4427,9631,BANK OF NOVA SCOTIA,10-K,20180126,edgar/data/9631/0000891092-18-000500.txt,edgar/data/9631/0000891092-18-000500,https://www.sec.gov/Archives/edgar/data/9631/0000891092-18-000500-index.htm
62,1007019,COFFEE HOLDING CO INC,10-K,20180129,edgar/data/1007019/0001493152-18-001192.txt,edgar/data/1007019/0001493152-18-001192,https://www.sec.gov/Archives/edgar/data/1007019/0001493152-18-001192-index.htm
327,1065280,NETFLIX INC,10-K,20180129,edgar/data/1065280/0001065280-18-000069.txt,edgar/data/1065280/0001065280-18-000069,https://www.sec.gov/Archives/edgar/data/1065280/0001065280-18-000069-index.htm
612,1125259,CARNIVAL PLC,10-K,20180129,edgar/data/1125259/0000815097-18-000005.txt,edgar/data/1125259/0000815097-18-000005,https://www.sec.gov/Archives/edgar/data/1125259/0000815097-18-000005-index.htm
639,1133421,NORTHROP GRUMMAN CORP /DE/,10-K,20180129,edgar/data/1133421/0001133421-18-000005.txt,edgar/data/1133421/0001133421-18-000005,https://www.sec.gov/Archives/edgar/data/1133421/0001133421-18-000005-index.htm
755,1177394,SYNNEX CORP,10-K,20180129,edgar/data/1177394/0001177394-18-000010.txt,edgar/data/1177394/0001177394-18-000010,https://www.sec.gov/Archives/edgar/data/1177394/0001177394-18-000010-index.htm
811,1190370,INNOVATIVE DESIGNS INC,10-K,20180129,edgar/data/1190370/0001615774-18-000604.txt,edgar/data/1190370/0001615774-18-000604,https://www.sec.gov/Archives/edgar/data/1190370/0001615774-18-000604-index.htm
1073,1286964,"Heron Lake BioEnergy, LLC",10-K,20180129,edgar/data/1286964/0001286964-18-000002.txt,edgar/data/1286964/0001286964-18-000002,https://www.sec.gov/Archives/edgar/data/1286964/0001286964-18-000002-index.htm
1135,1304161,"Pharma-Bio Serv, Inc.",10-K,20180129,edgar/data/1304161/0001654954-18-000819.txt,edgar/data/1304161/0001654954-18-000819,https://www.sec.gov/Archives/edgar/data/1304161/0001654954-18-000819-index.htm
2426,1521466,APEX 2 INC.,10-K,20180129,edgar/data/1521466/0001477932-18-000535.txt,edgar/data/1521466/0001477932-18-000535,https://www.sec.gov/Archives/edgar/data/1521466/0001477932-18-000535-index.htm
2432,1522787,"Cyberfort Software, Inc.",10-K,20180129,edgar/data/1522787/0001477932-18-000532.txt,edgar/data/1522787/0001477932-18-000532,https://www.sec.gov/Archives/edgar/data/1522787/0001477932-18-000532-index.htm
2585,1550369,RBC Covered Bond Guarantor Limited Partnership,10-K,20180129,edgar/data/1550369/0001214659-18-000692.txt,edgar/data/1550369/0001214659-18-000692,https://www.sec.gov/Archives/edgar/data/1550369/0001214659-18-000692-index.htm
2629,1556226,"CUR MEDIA, INC.",10-K,20180129,edgar/data/1556226/0001477932-18-000523.txt,edgar/data/1556226/0001477932-18-000523,https://www.sec.gov/Archives/edgar/data/1556226/0001477932-18-000523-index.htm
4583,815097,CARNIVAL CORP,10-K,20180129,edgar/data/815097/0000815097-18-000005.txt,edgar/data/815097/0000815097-18-000005,https://www.sec.gov/Archives/edgar/data/815097/0000815097-18-000005-index.htm
134,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,10-K,20180130,edgar/data/1035443/0001035443-18-000028.txt,edgar/data/1035443/0001035443-18-000028,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-18-000028-index.htm
315,1076682,"POLARITYTE, INC.",10-K,20180130,edgar/data/1076682/0001493152-18-001228.txt,edgar/data/1076682/0001493152-18-001228,https://www.sec.gov/Archives/edgar/data/1076682/0001493152-18-001228-index.htm
676,1181749,"Granite Falls Energy, LLC",10-K,20180130,edgar/data/1181749/0001181749-18-000002.txt,edgar/data/1181749/0001181749-18-000002,https://www.sec.gov/Archives/edgar/data/1181749/0001181749-18-000002-index.htm
1042,1334325,"Coda Octopus Group, Inc.",10-K,20180130,edgar/data/1334325/0001493152-18-001259.txt,edgar/data/1334325/0001493152-18-001259,https://www.sec.gov/Archives/edgar/data/1334325/0001493152-18-001259-index.htm
1547,1462047,PRIME GLOBAL CAPITAL GROUP Inc,10-K,20180130,edgar/data/1462047/0001683168-18-000252.txt,edgar/data/1462047/0001683168-18-000252,https://www.sec.gov/Archives/edgar/data/1462047/0001683168-18-000252-index.htm
1823,1544861,"Nostalgia Family Brands, Inc.",10-K,20180130,edgar/data/1544861/0001477932-18-000544.txt,edgar/data/1544861/0001477932-18-000544,https://www.sec.gov/Archives/edgar/data/1544861/0001477932-18-000544-index.htm
2209,1619551,Origo Acquisition Corp,10-K,20180130,edgar/data/1619551/0001615774-18-000681.txt,edgar/data/1619551/0001615774-18-000681,https://www.sec.gov/Archives/edgar/data/1619551/0001615774-18-000681-index.htm
55,1011452,"Medical Information Technology, Inc.",10-K,20180131,edgar/data/1011452/0001011452-18-000003.txt,edgar/data/1011452/0001011452-18-000003,https://www.sec.gov/Archives/edgar/data/1011452/0001011452-18-000003-index.htm
171,1038074,SILICON LABORATORIES INC,10-K,20180131,edgar/data/1038074/0001047469-18-000522.txt,edgar/data/1038074/0001047469-18-000522,https://www.sec.gov/Archives/edgar/data/1038074/0001047469-18-000522-index.htm
